cleaned_text,text_cleaned,sentiment_label,sentiment_score
ini di video supaya pemerintah lebih faham atas kebijakan yang kurang baik,video perintah lebih faham atas bijak kurang baik,LABEL_4,0.29364752769470215
malah jadi mubazzir,malah jadi mubazzir,LABEL_4,0.2557905316352844
jadi inget kata om bule wni,jadi inget kata om bule wni,LABEL_1,0.24923588335514069
inilah kaum mau dikasih tau sekolah geratis malah pilih ta mbg anak yg jd korban hade,ini kaum mau kasih tau sekolah gerat malah pilih ta mbg anak jd korban hade,LABEL_4,0.31909629702568054
yg salah itu oknum yg mengelolah program tsb,salah oknum elo program tsb,LABEL_4,0.2851022481918335
program mubaziryg ada hny lahan korupsi,program mubaziryg hny lahan korupsi,LABEL_4,0.313103049993515
gerindra gimn nih coba lebih diperketat bagian dapur untuk mbg,gerindra gimn nih coba lebih ketat bagi dapur mbg,LABEL_4,0.2637914717197418
komenan gua td di hapus,komenan gua td hapus,LABEL_4,0.27647340297698975
lebih nggk usah,lebih nggk usah,LABEL_1,0.23691803216934204
kasiin ajah ke itu,kasiin ajah,LABEL_3,0.24051958322525024
pemerintah tololbukan makanan busuk gratis yg di butuh kan tapi pendidikan gratis dasar tolol,perintah tololbukan makan busuk gratis butuh kan didik gratis dasar tolol,LABEL_4,0.2998286485671997
mungkin masaknya hari sabtu ngantar ke sekolah dan dibagi pada anak di hari senin,mungkin masak hari sabtu ngantar sekolah bagi anak hari senin,LABEL_4,0.27168986201286316
intinya makanan terbaik adalah masakan ibu titikkkkkk,inti makan baik masakan ibu titikkkkkk,LABEL_4,0.3056824207305908
sepi ahhhh,sepi ahhhh,LABEL_4,0.25709471106529236
sudah kudugaaa,kudugaaa,LABEL_3,0.2846468389034271
kasihan,kasihan,LABEL_3,0.2804936170578003
nanti dimarahin om deddy loh,dimarahin om deddy loh,LABEL_4,0.28214219212532043
recheck,recheck,LABEL_3,0.2593276798725128
yakin masih mau di lanjutkan,yakin mau lanjut,LABEL_3,0.23840586841106415
hati deknanti dicari om gundul,hati deknanti cari om gundul,LABEL_4,0.2658360004425049
gimana gak basimasak malamsiang baru disajikan,gimana basimasak malamsiang baru saji,LABEL_4,0.2263471931219101
sampe trauma,sampe trauma,LABEL_3,0.25823959708213806
waaah jangan sampe pakde dedy tau neh bisa ngamuk lagi,waaah jangan sampe pakde dedy tau neh ngamuk,LABEL_4,0.30117836594581604
padahal tinggal tingkatkn aja pendapatan org tuanya pasti anaknya d masakin makanan bergizi stiap hari org tua mana yg gak mau anaknya sehat dan pintar,padahal tinggal tingkatkn aja dapat org tua anak d masakin makan gizi stiap hari org tua mana mau anak sehat pintar,LABEL_4,0.28796347975730896
bukan salah programnya salah cateringnya,bukan salah program salah cateringnya,LABEL_4,0.2660659849643707
mbg makan basi gratis,mbg makan basi gratis,LABEL_4,0.2584351599216461
awas dek tar di pea pea in sama si botak dedi,awas dek tar pea pea in sama si botak dedi,LABEL_0,0.273515522480011
awasnanti dibilang pea sama buzzer,awasnanti bilang pea sama buzzer,LABEL_4,0.24919424951076508
kasih azka pasti dimakan,kasih azka makan,LABEL_3,0.2381405383348465
kalau ada temuan evaluasi,kalau temu evaluasi,LABEL_1,0.26709476113319397
meracun ank mlh owalah,racun ank mlh owalah,LABEL_4,0.2696591317653656
knp bisa bauk dan basi tapi di dapur ada tim pengawas dari bgn,knp bauk basi dapur tim awas bgn,LABEL_4,0.28218141198158264
wahai pemerintah hentikan program makan gratis lebih baik buatlah program pendidikan dan kesehatan gratis itu lebih baik,wahai perintah henti program makan gratis lebih baik buat program didik sehat gratis lebih baik,LABEL_4,0.3008752763271332
mentahan nya uangnya kasih sama ortunya beres,mentah nya uang kasih sama ortunya beres,LABEL_4,0.24904823303222656
hati de nanti diomelin om botak,hati de diomelin om botak,LABEL_0,0.23418983817100525
anak jadi obyek pencitraan dan proyek penguasa,anak jadi obyek citra proyek kuasa,LABEL_4,0.2652527987957001
memasak dalam jumlah besar dibutuhkan pengetahuan dan skill keamanan pangan semoga bisa lebih baik lagi program ini,masak jumlah besar butuh tahu skill aman pangan moga lebih baik program,LABEL_4,0.24487310647964478
kalo belum ada yang meninggal oke gas oke gas kan itu pilihan kalian,kalo tinggal oke gas oke gas kan pilih kalian,LABEL_1,0.24257801473140717
siap siap dikatain pea sama si dagu,siap siap dikatain pea sama si dagu,LABEL_0,0.23938772082328796
alhamdulilahbukti nyata proyek berdasar janji kampanye pilpres nirmanfaathanya menghabiskan anggaran yang tidak jelas sumbernya,alhamdulilahbukti nyata proyek dasar janji kampanye pilpres nirmanfaathanya habis anggar jelas sumber,LABEL_4,0.31406861543655396
tag si botak,tag si botak,LABEL_3,0.24128563702106476
paling bener adopsi kjp uang di tf langsung ke ortunya guru tiap hari mendata murid untuk tiap hari bawa bekal,paling bener adopsi kjp uang tf langsung ortunya guru tiap hari data murid tiap hari bawa bekal,LABEL_4,0.3000102937221527
awas ntar mas karbujer denger dik,awas ntar mas karbujer denger dik,LABEL_4,0.26592329144477844
hati nnti muncul si stafsus,hati nnti muncul si stafsus,LABEL_4,0.2664712965488434
kasih ke azka aja mungkin dia mau makan,kasih azka aja mungkin mau makan,LABEL_4,0.2585541009902954
lah coba itu,lah coba,LABEL_3,0.24128416180610657
kasi uang ke ortunya biar ortunya masak,kasi uang ortunya biar ortunya masak,LABEL_4,0.2464941143989563
mending di kelola sekolah sendiri tuk makan siangnya,mending kelola sekolah sendiri tuk makan siang,LABEL_4,0.2791503071784973
diganti dgn roti mungkin aman,ganti roti mungkin aman,LABEL_3,0.23682081699371338
kasih ja ke dedi corbuzier,kasih ja dedi corbuzier,LABEL_4,0.2738262116909027
makanan apa yg bisa di racik dgn harga,makan apa racik harga,LABEL_4,0.2295845001935959
k untuk anak perhari mending kasih aja total sebulan jadwal masuk sekolah ke org tua eh tp ntar dikorupsi oknum guru mrk wkwkkw,k anak hari mending kasih aja total bulan jadwal masuk sekolah org tua eh tp ntar korupsi oknum guru mrk wkwkkw,LABEL_4,0.3301011025905609
program gak ada gunanya,program guna,LABEL_3,0.2573552131652832
hapuskan program ini sayang buang duit karena gk bisa di mkn,hapus program sayang buang duit gk mkn,LABEL_4,0.289684921503067
sudahlah hnya org goblok dan mental pengemis yg bilang program ini program bagus,sudah hnya org goblok mental emis bilang program program bagus,LABEL_4,0.3015810549259186
program terrrtayik yg pernah ada,program terrrtayik pernah,LABEL_1,0.2577474117279053
awas dibilang pea,awas bilang pea,LABEL_3,0.255342036485672
ada yang sengaja itu,sengaja,LABEL_3,0.24690693616867065
kata gue mah duitnya dikasihin aja ke korlas buat dimasakin jamin ga akan di korup,kata gue mah duit dikasihin aja korlas buat dimasakin jamin korup,LABEL_0,0.21695031225681305
jangan sampai tau sama pak buzzer ntar dikata katain pula nanti,jangan tau sama pak buzzer ntar kata katain,LABEL_4,0.2746734619140625
makan tuh bersyukur,makan tuh syukur,LABEL_3,0.23457953333854675
biasa ladang korupsi,biasa ladang korupsi,LABEL_3,0.273931086063385
apa harus nunggu ada yang mati dulu baru di batalkan program ini,apa nunggu mati dulu baru batal program,LABEL_3,0.23829685151576996
harusnya buat seperti jaman pak harto yang langsung masak di sekolah seingat sy dulu pernah begitu program mks kalau tdk salah tpi tdk tiap hari nasi,harus buat jaman pak harto langsung masak sekolah ingat sy dulu pernah program mks kalau tdk salah tpi tdk tiap hari nasi,LABEL_4,0.23022796213626862
kenapa konsepnya seperti ini sih perasaan konsepnya dlu yg digambarkan kaya kantin kantin sekolah di china bukan kaya gini,konsep sih asa konsep dlu gambar kaya kantin kantin sekolah china bukan kaya gin,LABEL_4,0.2767305076122284
lebih baik duit di kasih ibuknya,lebih baik duit kasih ibuknya,LABEL_4,0.23982666432857513
nanti ada yg pembelaan kok bilang udh dikasih makan gratis aja ga bersyukur hahah copas semua nanti isinya gtu,bela kok bilang udh kasih makan gratis aja syukur hahah copas semua isi gtu,LABEL_4,0.29834797978401184
program tidak ada mutunya buang buang anggaran mubah jadinya,program mutu buang buang anggar mubah jadi,LABEL_4,0.2454252690076828
bersyukur dekkkk bismillah mentri,syukur dekkkk bismillah tri,LABEL_4,0.2264222651720047
sebaiknya uang rb di berikan kpd oara orgtua lewat sekolah guru wajib periksa n beras dari rumahcukup beli lauk kesukaan anak²,baik uang rb ikan kpd oara orgtua lewat sekolah guru wajib periksa n beras rumahcukup beli lauk suka anak,LABEL_4,0.32843729853630066
ga boleh ngeluh kan harus bersyukur ujar pasutri youtub,ngeluh kan syukur ujar pasutri youtub,LABEL_1,0.2587897479534149
sekian dan terima kasih selamat wowo omon² program bapak gagal total,sekian terima kasih selamat wowo omon program bapak gagal total,LABEL_4,0.2917869985103607
ya allah mubazzir,allah mubazzir,LABEL_3,0.2559570074081421
ini harusnya buat evaluasi terutama partai gerindra woi liat bnyk unfaedahnya ketimbang manfaatnyaliat ini yg terjadi dilapangan,harus buat evaluasi utama partai gerindra woi liat bnyk unfaedahnya ketimbang manfaatnyaliat jadi lapang,LABEL_4,0.3089059591293335
sabar ya dek,sabar dek,LABEL_3,0.2619415819644928
gak boleh gitu ya ntar om deddy marah klo gak abis,gitu ntar om deddy marah klo abis,LABEL_4,0.2700774073600769
itu keselahan sekolah,lah sekolah,LABEL_3,0.2701844573020935
awas di pe a in stafsus,awas pe a in stafsus,LABEL_4,0.23332171142101288
jngan lu racunin generasi bangsa dengan mbg mending pendidikan gratispendidikan gratis gk ada yng basi,jngan lu racunin generasi bangsa mbg mending didik gratispendidikan gratis gk yng basi,LABEL_4,0.31068888306617737
faktanya begituprogram gagal,fakta begituprogram gagal,LABEL_3,0.2270166426897049
intinya dibatalkan saja mbgganti dengan duit saja per siswa rp,inti batal mbgganti duit per siswa rp,LABEL_4,0.3231666386127472
bukan sehat malah keracunan ini,bukan sehat malah racun,LABEL_3,0.23333622515201569
deddy botak kalau dia tau marah nih botak dapet kemudahan di bangsa ini,deddy botak kalau tau marah nih botak dapet mudah bangsa,LABEL_4,0.23248401284217834
mending sekolah gratis dah,mending sekolah gratis dah,LABEL_4,0.25610700249671936
wajar kalau basi karena prepare dengan jumlah banyak agak susah,wajar kalau basi prepare jumlah banyak susah,LABEL_4,0.2329026162624359
lama enek gua liat fenomena miris di indonesia,lama enek gua liat fenomena miris indonesia,LABEL_4,0.28840476274490356
g mungkin makanan baru di masak akan basiini pasti makanan sebelumnya di masak ulang,g mungkin makan baru masak basiini makan belum masak ulang,LABEL_4,0.2622172236442566
progam omon omon mana bisa sukses bergizi klo budget bok,progam omon omon mana sukses gizi klo budget bok,LABEL_4,0.2475578337907791
mbg makanan basi gratis,mbg makan basi gratis,LABEL_4,0.2584351599216461
ngakak bngt ama yg joget wkwkwkwkwkwk,ngakak bngt ama joget wkwkwkwkwkwk,LABEL_4,0.3071671426296234
dzalim banget yang ngurus mbg,dzalim banget ngurus mbg,LABEL_4,0.26249006390571594
wowo wowoboro bergizi malah racun di kasihpemimpin nya kebanyakan joget,wowo wowoboro gizi malah racun kasihpemimpin nya banyak joget,LABEL_4,0.2824192941188812
program yg dipaksakan,program paksa,LABEL_3,0.28528517484664917
dimana ni stafsus kita,ni stafsus,LABEL_3,0.23203298449516296
silakan di koreksi,sila koreksi,LABEL_4,0.23946183919906616
kalo gini masi dibayar katringnya,kalo gin mas bayar katringnya,LABEL_4,0.26795047521591187
diomelin om ded lu entar ya ga om corbuzier,diomelin om ded lu entar om corbuzier,LABEL_4,0.28957316279411316
gimana yaa allah,gimana yaa allah,LABEL_3,0.2431257963180542
gede tempat nya,gede tempat nya,LABEL_3,0.2354440838098526
ulah ok gas,ulah gas,LABEL_3,0.2522611618041992
suruh azka makan,suruh azka makan,LABEL_3,0.2714502811431885
kasi corbuzier aja biar dia sama anaknya makan,kasi corbuzier aja biar sama anak makan,LABEL_4,0.2635413706302643
ijbol,ijbol,LABEL_3,0.2350996434688568
hayooosiapa mau jabatan mumpung nih,hayooosiapa mau jabat mumpung nih,LABEL_4,0.2826697528362274
wallaweh kekmana kata kodeblu,wallaweh kekmana kata kodeblu,LABEL_4,0.26435616612434387
daripada program mbgsebaiknya kl mkn bergizi diserahkan ke orgtua dan pemerintah lebih baik ke program membuka lapangan pekerjaan saja agr ortu bisa memberikan mkn bergizihygienis kpd anaknya,program mbgsebaiknya kl mkn gizi serah orgtua perintah lebih baik program buka lapang kerja agr ortu beri mkn bergizihygienis kpd anak,LABEL_4,0.3292940855026245
oke gas oke gas,oke gas oke gas,LABEL_3,0.23237797617912292
klo gk doyan ksh azka aja,klo gk doyan ksh azka aja,LABEL_4,0.2799508273601532
miris,miris,LABEL_3,0.27084535360336304
si dedy corbuzier hrus ngasih pelajaran buat anak ini krn itu tugas dia,si dedy corbuzier hrus ngasih ajar buat anak krn tugas,LABEL_4,0.3280593156814575
orang yg siapkan makanan itu jangan terlalu mencari keuntungan yg berlebihan,orang siap makan jangan terlalu cari untung lebih,LABEL_4,0.27214592695236206
usulan u pemerintah pusat methode dirubah lebih baik serahkan ke sekolah yg masak lebih segar dan makanan panas petani dan peternak sekitar terberdayakan,usul u perintah pusat methode rubah lebih baik serah sekolah masak lebih segar makan panas tani ternak daya,LABEL_4,0.2948300838470459
itu sudah di mark up nyari untung alias korupsl makax kwalitas dan kuantitas di kurangi,mark up nyari untung alias korupsl makax kwalitas kuantitas kurang,LABEL_4,0.30546873807907104
tinggal komplen dan ganti katringnya,tinggal komplen ganti katringnya,LABEL_4,0.2595131993293762
org makanan masih panas lgsg ditutup makannya siang ya udah keburu basi,org makan panas lgsg tutup makan siang udah keburu basi,LABEL_4,0.301699697971344
tak ada gunanya makan gratis mending di kasih program yg bermanfaat sekolah gratis baju gratis,tak guna makan gratis mending kasih program manfaat sekolah gratis baju gratis,LABEL_4,0.2951124608516693
urusan mkn mah urusan org tua yg penting ksh kerjaan bt org tua nya org tua lebih tau gizi anak klu org tua di ksh krj dan gaji yg layak anak ga akan terlantar,urus mkn mah urus org tua penting ksh kerja bt org tua nya org tua lebih tau gizi anak klu org tua ksh krj gaji layak anak lantar,LABEL_4,0.3100607395172119
silahkan om deddy,silah om deddy,LABEL_1,0.25767332315444946
jangan dimakan drpd sakit,jangan makan drpd sakit,LABEL_4,0.26261574029922485
mn deddy cobuzer ni ini anak blng anak basi nasiny,mn deddy cobuzer ni anak blng anak basi nasiny,LABEL_4,0.2973141670227051
okegaaaasss,okegaaaasss,LABEL_4,0.24121271073818207
cari vendornya yg bagus dong,cari vendor bagus dong,LABEL_4,0.25917574763298035
bagus seperti ide ahok bagus,bagus ide ahok bagus,LABEL_4,0.2625824213027954
hati didengar si botak,hati dengar si botak,LABEL_3,0.28340625762939453
buang buang anggaran,buang buang anggar,LABEL_3,0.2473471313714981
yg bilang gk bersukur coba kaliyan makan yg anak ini makanklo mmg basi mo bilang uenaknpollmending makan di rumah seadanya tapi layak,bilang gk bersukur coba kaliyan makan anak makanklo mmg basi mo bilang uenaknpollmending makan rumah ada layak,LABEL_4,0.2743179202079773
awas dibilang basi palah u pea corbuzier,awas bilang basi palah u pea corbuzier,LABEL_4,0.2672635614871979
program cerdas dikasih pendidikan gratis malah pilih makan gratis pdhl tdk dikasih pemerintahpun kita msh bs makan,program cerdas kasih didik gratis malah pilih makan gratis pdhl tdk kasih perintah msh bs makan,LABEL_4,0.3158566355705261
lanjut makan gratis,lanjut makan gratis,LABEL_3,0.2473183423280716
itu program utama,program utama,LABEL_3,0.2704545259475708
akhirnya ayam yg kenyang,akhir ayam kenyang,LABEL_3,0.24489641189575195
oiii apa tgung jawab klian abisss uang gak jls,oiii apa tgung jawab klian abisss uang jls,LABEL_4,0.283577024936676
parah bangetbudget rb dapat apamakanya kalau punya program dipikir dulumasyarakat butuh pendiikan yang layak biar bisa memilih pemimpin yang baik dan memang mementingkan rakyat,parah bangetbudget rb apamakanya kalau punya program pikir dulumasyarakat butuh ikan layak biar pilih pimpin baik memang penting rakyat,LABEL_4,0.28181353211402893
ntar dikatain pea sm om botak,ntar dikatain pea sm om botak,LABEL_4,0.23853646218776703
udh tau kan fungsinya program ini,udh tau kan fungsi program,LABEL_4,0.25588667392730713
luar biasa anak kecil saja sampai teriak,luar biasa anak kecil teriak,LABEL_3,0.2549976110458374
pnyebab basi kurang taneg krna buru d kjar wktu msak trlalu dini sehingga tdk smpai kemakan siang masih panas sudah di tutup rapat bukan krna bahn burk cra msk yg salh mgkin,pnyebab basi kurang taneg krna buru d kjar wktu msak trlalu dini tdk smpai makan siang panas tutup rapat bukan krna bahn burk cra msk salh mgkin,LABEL_4,0.3543579578399658
sangat bergizi proyek konyol,sangat gizi proyek konyol,LABEL_3,0.2619461715221405
namanya juga gratis apa yg bisa diharapkan,nama gratis apa harap,LABEL_3,0.23577649891376495
di kasih pendidikan gratis tidak mau maunya makanan basi,kasih didik gratis mau mau makan basi,LABEL_4,0.25961294770240784
mending sekolah geratissaa itu ngabisin dana,mending sekolah geratissaa ngabisin dana,LABEL_4,0.28782081604003906
program ini sangat baik kelola lah dengan baik supaya tidak berlaku kerugian,program sangat baik kelola lah baik laku rugi,LABEL_4,0.27387985587120056
sudah dibilangin mbg itu lahan basah korupsi di daerah,dibilangin mbg lahan basah korupsi daerah,LABEL_4,0.29647573828697205
hapus mkn gratis mnding sekolh,hapus mkn gratis mnding sekolh,LABEL_4,0.2881886065006256
rakabuming kabinet ri sampai diberitakan bbc indonesia lho om,rakabuming kabinet ri berita bbc indonesia lho om,LABEL_4,0.23827585577964783
beginilah kalau punya program tanpa perhitungan yang matang bukan asal ceplas ceplos,begini kalau punya program hitung matang bukan asal ceplas ceplos,LABEL_4,0.2646980583667755
program mubadzir,program mubadzir,LABEL_3,0.26153960824012756
anak anak gk bisa bohong,anak anak gk bohong,LABEL_4,0.23168031871318817
hentikan saja makan gratis,henti makan gratis,LABEL_3,0.26218533515930176
ini khh yg namanya makan gratis,khh nama makan gratis,LABEL_4,0.24514423310756683
stop program mkn gratisganti dgn program yg lainsekolah gratis berobat gratis dll yg pro rakyat kecil jgn pro koruptor aja,stop program mkn gratisganti program lainsekolah gratis obat gratis pro rakyat kecil jgn pro koruptor aja,LABEL_4,0.31147414445877075
awas nanti keracunan,awas racun,LABEL_0,0.2624356150627136
kalo blm mampu mending stop aja kasian anak masa depan bangsa malah hrs sakit krn keracunan budget blm ada di paksain anak di anggarin sepuluhrebu makanan apa blm lg dana yg disunat,kalo blm mampu mending stop aja kasi anak masa depan bangsa malah hrs sakit krn racun budget blm paksain anak anggarin sepuluhrebu makan apa blm lg dana sunat,LABEL_4,0.3108973801136017
waktu dan tempat dipersilahkan,waktu tempat silah,LABEL_3,0.23745481669902802
program jaga jelas peruntukannya,program jaga jelas untuk,LABEL_4,0.27767911553382874
kacaw balaw,kacaw balaw,LABEL_3,0.2563037574291229
negara pekak program bagus tapi pengelolaan dan pelaksanaanya bengang,negara pekak program bagus kelola pelaksanaanya bengang,LABEL_4,0.2796567678451538
hati dek nanti diserang sama buzzer istana deddy corbuzier agak ngibul dikit aja dek jangan terlalu jujur sekali dek,hati dek serang sama buzzer istana deddy corbuzier ngibul dikit aja dek jangan terlalu jujur sekali dek,LABEL_4,0.30994194746017456
akibat diproyekan disunat yg kaya pengusaha catering oknummestinya berdayakan umkm didesa atau rw di kota,akibat proyek sunat kaya usaha catering oknummestinya daya umkm desa rw kota,LABEL_4,0.326886385679245
dan masih banyak lagi yg belum sukses program mbg,banyak sukses program mbg,LABEL_4,0.26943904161453247
awas dimarahin si botak berototloh,awas dimarahin si botak berototloh,LABEL_0,0.28704115748405457
ok ga ok ga bukan menghilangkan stanting yg ada anak anak kena cacing hadeuh,bukan hilang stanting anak anak kena cacing hadeuh,LABEL_4,0.2844899892807007
dapur mbg didesain untuk mellayani siswa mengakibatkan dalam satu kecamatan paling atau dapur jarak dari dapur ke sekolah pada jauh jauh sy setuju mbg tapi perlu dievaluasi,dapur mbg desain mellayani siswa akibat satu camat paling dapur jarak dapur sekolah jauh jauh sy tuju mbg perlu evaluasi,LABEL_4,0.33500936627388
ya allah zolim amat seh,allah zolim seh,LABEL_3,0.24073714017868042
namanya jg gratis andai bayar mungkin rakyat ngamuk diksh mkn makanan basi sulsamsul tanggung jwb loe inikan program andalanmu,nama jg gratis andai bayar mungkin rakyat ngamuk diksh mkn makan basi sulsamsul tanggung jwb loe ini program andal,LABEL_4,0.2925885319709778
mitra kaya gini harusnya didenda,mitra kaya gin harus denda,LABEL_4,0.26965227723121643
mau kasih makan bergizi dgn dana rb rph dikurangi harga kemasannya bisa dapat apa ini program yg tak pantas di laksanakan banyak masalah,mau kasih makan gizi dana rb rph rang harga kemas apa program tak pantas laksana banyak masalah,LABEL_4,0.3176608383655548
prabowo stop kan mbgsebelum byk hilang nyawa,prabowo stop kan mbgsebelum byk hilang nyawa,LABEL_4,0.30545487999916077
rakabuming,rakabuming,LABEL_3,0.2907722294330597
ya moga moga d presiden selanjutnya programnya d hapus aja,moga moga d presiden lanjut program d hapus aja,LABEL_4,0.30487683415412903
pemerintah yg sangat egois,perintah sangat egois,LABEL_3,0.2760995328426361
kalau ternak makanan basi juga di santap,kalau ternak makan basi santap,LABEL_4,0.2606350779533386
program gagal cuman menghamburkan uang negara,program gagal cuman hambur uang negara,LABEL_4,0.28230804204940796
jika terjadi hal seperti itu jangan menyalahkan presiden sangat tidak bijakitu semua kesalahan dapur sppg nya bijaklah dalam berfikir,jadi jangan salah presiden sangat bijakitu semua salah dapur sppg nya bijak berfikir,LABEL_4,0.28028884530067444
rawan korupsi rawan akal an,rawan korupsi rawan akal an,LABEL_4,0.2704450190067291
terlalu cepat masaknya,terlalu cepat masak,LABEL_3,0.2567097246646881
rakabuming,rakabuming,LABEL_3,0.2907722294330597
mending ksh ortu nya uang utk makan layak aja maling itu klo ada kesempatan mrk pasti korup ini krn hukum kita sangat lemah mrk lihat contoh jadi bs lahan korup ini proyek parah,mending ksh ortu nya uang utk makan layak aja maling klo sempat mrk korup krn hukum sangat lemah mrk lihat contoh jadi bs lahan korup proyek parah,LABEL_4,0.3416553735733032
mubazirsuka banyak ga di makan,mubazirsuka banyak makan,LABEL_4,0.26012149453163147
ya percumah atuh klu pda basimah bukan nya ngasih yg bergizi malah bawa penyakit,percumah atuh klu pda basimah bukan nya ngasih gizi malah bawa sakit,LABEL_4,0.28106018900871277
bbc news anak abah kata ternak,bbc news anak abah kata ternak,LABEL_3,0.24760204553604126
kasih ke dedi cahyadi pasti dia makan itu pasti,kasih dedi cahyadi makan,LABEL_1,0.2524968087673187
kasih ke azka corpuser aja,kasih azka corpuser aja,LABEL_4,0.2539723515510559
ko guru ju son bisa periksa itu makanan ju atau biar itu makanan basi mau kasi mb,ko guru ju son periksa makan ju biar makan basi mau kasi mb,LABEL_4,0.2918557822704315
lagian kalian ko bisa sih lebih milih makan dripada pendidikan,lagi kalian ko sih lebih milih makan dripada didik,LABEL_0,0.23599562048912048
wkwkwkkwkngajari anak didik nunggu rangsum kayak ortu tak bisa kasih makan saja,wkwkwkkwkngajari anak didik nunggu rangsum kayak ortu tak kasih makan,LABEL_4,0.3016550540924072
kumohon vt ini tidak di liat dedy corbuzier bisa darah tinggi liat kejujuran anak ini tolong jgn sampe di liat dedy corbuzier ya,mohon vt liat dedy corbuzier darah tinggi liat jujur anak jgn sampe liat dedy corbuzier,LABEL_4,0.31997206807136536
sudah kuduga dari semula program mbg pasti akan bermasalah dan gagal,duga mula program mbg masalah gagal,LABEL_4,0.28459009528160095
mana dedy corbuzier,mana dedy corbuzier,LABEL_4,0.24824172258377075
makan di ganti dgn uang saja biar mereka beli sendiri,makan ganti uang biar beli sendiri,LABEL_4,0.2610117495059967
niatan pak presiden sangat baik tapi sayang hasil dilapangan tdk bertanggung jawab dan tdk amanah,niat pak presiden sangat baik sayang hasil lapang tdk tanggung jawab tdk amanah,LABEL_4,0.318620890378952
uang negara sia dan tdk tepat sasaran kasi sajalah uangnya ke ortu masing biar buat makanan bergizi sesuai dgn seleranya,uang negara sia tdk tepat sasar kasi saja uang ortu masing biar buat makan gizi sesuai selera,LABEL_4,0.30426907539367676
wou,wou,LABEL_3,0.2760045528411865
gak kan ada efektifnya mbg inimending kasih lapangan pekerjaan kpda org tua murid yg msh pengangguranitu yg lbh bermanfaat dan bisa menyelamatkan kluarga mereka,kan efektif mbg inimending kasih lapang kerja kpda org tua murid msh pengangguranitu lbh manfaat selamat kluarga,LABEL_4,0.3227315843105316
program amburadul,program amburadul,LABEL_3,0.2572322487831116
yaa memang harus di laporkan itu bagian dapur harus di evaluasi,yaa memang lapor bagi dapur evaluasi,LABEL_3,0.25079479813575745
ini yg masak hrusnya dikontrol bgt klo dibagikan siang istirahat pertama jam ya masak nya dari atau jam jgn jam pagi atau jam pagi basi lah trus panas jgn ditutup dulu tukang masaknya ini,masak hrusnya kontrol bgt klo bagi siang istirahat pertama jam masak nya jam jgn jam pagi jam pagi basi lah trus panas jgn tutup dulu tukang masak,LABEL_4,0.3096485435962677
di kibulin lu pda,kibulin lu pda,LABEL_0,0.2483166754245758
udh bener dikasih sekolah gratis sumber daya alam dikelola sendiri nyari kerja gampng garong di miskinkan nyari kerja gpng udh enak,udh bener kasih sekolah gratis sumber daya alam kelola sendiri nyari kerja gampng garong miskin nyari kerja gpng udh enak,LABEL_4,0.31527844071388245
d sumsel kabupaten pali mbg ada ulat belatung itu sangat viral,d sumsel kabupaten pali mbg ulat belatung sangat viral,LABEL_4,0.2668903172016144
korbuzier adalah bazer ternak,korbuzier bazer ternak,LABEL_3,0.27698153257369995
komplotan wajib tanggung jawab dunia dan akhirat,komplot wajib tanggung jawab dunia akhirat,LABEL_4,0.27336007356643677
uht mending makan basi terus sakitatau makan sosis nugget aja,uht mending makan basi terus sakitatau makan sosis nugget aja,LABEL_4,0.2632637321949005
yah elah udah tahu pas kampanye cuma joget joget kok masih dipilih,yah elah udah tahu pas kampanye cuma joget joget kok pilih,LABEL_1,0.23691897094249725
kalian makan sajakarena itu yang kalian mau kan coba waktu itu pilih ganjarsemuanya sekolah gratis bukan makan gratis,kalian makan sajakarena kalian mau kan coba waktu pilih ganjarsemuanya sekolah gratis bukan makan gratis,LABEL_4,0.2761014401912689
buang duit koplak koplak indonesia gelaaaaaapppp,buang duit koplak koplak indonesia gelaaaaaapppp,LABEL_4,0.28801244497299194
ini program untuk menyakitkan murid,program sakit murid,LABEL_3,0.2704346179962158
ketololan yg terus saja berlanjut dari rezim ini,tolol terus lanjut rezim,LABEL_3,0.24838517606258392
betul basi ngga enak di bawa kerumah mah ngga enak makan nan nya basi,betul basi ngga enak bawa rumah mah ngga enak makan nan nya basi,LABEL_4,0.2731645405292511
macam makanan penjare je,macam makan penjare je,LABEL_4,0.3011741638183594
gpp fungsinya kaum omon omon memang untuk mengawasi dan mengkritisi program ini supaya program mbg juga dapat terus berjalan baik,gpp fungsi kaum omon omon memang awas kritisi program program mbg terus jalan baik,LABEL_4,0.3345707654953003
sama di sd anak sy juga basi,sama sd anak sy basi,LABEL_4,0.2295067310333252
tidak semua jg mbg sprti itu contohnya mbg di bogor milik pak hantu dikelola dengan baik dan sangat profesional mungkin kasus ini keteledoran dari pengawas terkait atau ada hal lain,semua jg mbg sprti contoh mbg bogor milik pak hantu kelola baik sangat profesional mungkin kasus teledor awas kait,LABEL_4,0.25547468662261963
dicek ya min,cek min,LABEL_4,0.2361837476491928
bisa,,LABEL_3,0.2788059711456299
mbgmakan beracun gratis,mbgmakan racun gratis,LABEL_4,0.2571711540222168
salahin yg masak nya jgn salahin pemerintah ya semoga presiden prabowo d beri kesehatan dan panjang umur nya aamin aaamiin aaamiin ya rabbal alamin,salahin masak nya jgn salahin perintah moga presiden prabowo d beri sehat panjang umur nya aamin aaamiin aaamiin rabbal alamin,LABEL_4,0.34016403555870056
